model,run_id,split,epoch,pose_loss,affinity_loss,balanced_acc,accuracy,recall_neg,recall_pos,mae,rmse,pearson_r,spearman_rho,c_index,pr_auc,total_loss_proxy
pafnucy,20260502_095137,train,8,0.8637,1.0378,0.5,0.1245,0.0,1.0,1.3954,1.7344,0.603,0.6064,0.7132,0.1842,1.9015
pafnucy,20260502_095137,train,10,0.8613,1.0679,0.5,0.1245,0.0,1.0,1.4229,1.7639,0.6315,0.6358,0.7255,0.181,1.9292
pafnucy,20260502_095137,train,12,0.8464,0.9322,0.5002,0.1248,0.0004,1.0,1.2865,1.6064,0.6474,0.655,0.7285,0.19,1.7786
pafnucy,20260502_095137,train,14,0.8681,0.9084,0.5002,0.1248,0.0004,1.0,1.2674,1.5844,0.6687,0.6735,0.7386,0.1867,1.7765
pafnucy,20260502_095137,train,16,0.8633,0.8358,0.5002,0.1248,0.0004,1.0,1.1942,1.5002,0.6808,0.6865,0.7448,0.1868,1.6991
pafnucy,20260502_095137,train,18,0.8723,0.8334,0.5001,0.1248,0.0004,0.9999,1.1919,1.496,0.6888,0.6936,0.7483,0.1858,1.7057
pafnucy,20260502_095137,train,20,0.8641,0.8138,0.5005,0.1256,0.0014,0.9996,1.1711,1.4735,0.6951,0.6986,0.7515,0.194,1.6779
pafnucy,20260502_095137,train,22,0.8663,0.7839,0.501,0.1267,0.0027,0.9994,1.1411,1.4448,0.7091,0.7129,0.757,0.2005,1.6502
pafnucy,20260502_095137,train,24,0.8621,0.7974,0.501,0.1267,0.0027,0.9992,1.1549,1.45,0.7134,0.7177,0.7614,0.215,1.6595
pafnucy,20260502_095137,train,26,0.8405,0.7773,0.505,0.1342,0.0114,0.9986,1.1334,1.4249,0.722,0.7246,0.7623,0.2185,1.6178
pafnucy,20260502_095137,train,28,0.8429,0.8265,0.507,0.1394,0.0176,0.9964,1.1776,1.4882,0.7204,0.7264,0.7649,0.2413,1.6694
pafnucy,20260502_095137,train,30,0.8184,0.7808,0.5229,0.1745,0.059,0.9867,1.1355,1.4338,0.7294,0.7339,0.7663,0.2567,1.5992000000000002
pafnucy,20260502_095137,train,32,0.8451,0.8265,0.5117,0.1497,0.0297,0.9938,1.1839,1.4782,0.7355,0.7421,0.7709,0.277,1.6716
pafnucy,20260502_095137,train,34,0.8244,0.7848,0.5442,0.2138,0.1043,0.984,1.1312,1.4338,0.7365,0.7407,0.7726,0.2901,1.6092
pafnucy,20260502_095137,train,36,0.8265,0.7483,0.5519,0.2265,0.1187,0.985,1.0973,1.3935,0.75,0.7536,0.7777,0.3008,1.5748
pafnucy,20260502_095137,train,38,0.7666,0.713,0.609,0.3531,0.2683,0.9497,1.0643,1.3493,0.7535,0.7581,0.7849,0.3282,1.4796
pafnucy,20260502_095137,train,40,0.7763,0.7605,0.6077,0.3356,0.2455,0.97,1.1124,1.3963,0.7565,0.76,0.7805,0.3476,1.5368
pafnucy,20260502_095137,train,42,0.7874,0.8643,0.6176,0.3602,0.2749,0.9604,1.2229,1.5199,0.7521,0.7575,0.7791,0.3585,1.6517
pafnucy,20260502_095137,train,44,0.7035,0.7178,0.6931,0.5295,0.4752,0.9109,1.0704,1.3472,0.7649,0.7697,0.7863,0.3776,1.4213
pafnucy,20260502_095137,train,46,0.6787,0.6889,0.7222,0.5996,0.559,0.8853,1.0375,1.3251,0.7696,0.7748,0.7899,0.4025,1.3676
pafnucy,20260502_095137,train,48,0.7406,0.6798,0.6863,0.4886,0.423,0.9495,1.0289,1.3125,0.7722,0.7748,0.7842,0.4,1.4203999999999999
pafnucy,20260502_095137,train,50,0.6979,0.6739,0.7192,0.5616,0.5094,0.929,1.0218,1.3054,0.772,0.7749,0.7898,0.4152,1.3718
pafnucy,20260502_095137,train,52,0.6847,0.6653,0.7327,0.5855,0.5367,0.9287,1.0121,1.2933,0.7763,0.7788,0.7889,0.4293,1.35
pafnucy,20260502_095137,train,54,0.6897,0.6823,0.7269,0.5675,0.5146,0.9392,1.0309,1.319,0.7792,0.7811,0.7912,0.4518,1.3719999999999999
pafnucy,20260502_095137,train,56,0.6795,0.6931,0.7374,0.5921,0.5439,0.9309,1.0372,1.3221,0.7843,0.7881,0.7932,0.4459,1.3726
pafnucy,20260502_095137,train,58,0.7325,0.6465,0.7019,0.5062,0.4414,0.9624,0.9881,1.2672,0.7858,0.7875,0.7958,0.4616,1.379
pafnucy,20260502_095137,train,60,0.6589,0.6574,0.7531,0.6229,0.5797,0.9265,1.0004,1.2758,0.7914,0.7935,0.8007,0.4564,1.3163
pafnucy,20260502_095137,train,62,0.6645,0.6243,0.75,0.6135,0.5682,0.9318,0.9683,1.244,0.7965,0.7995,0.8031,0.4743,1.2888
pafnucy,20260502_095137,train,64,0.7025,0.6257,0.7295,0.5551,0.4974,0.9616,0.9658,1.2403,0.8044,0.8068,0.8062,0.4844,1.3282
pafnucy,20260502_095137,train,66,0.6924,0.6064,0.7392,0.5736,0.5188,0.9597,0.9446,1.2143,0.8085,0.811,0.8078,0.4787,1.2988
pafnucy,20260502_095137,train,68,0.7187,0.5886,0.7136,0.5212,0.4574,0.9697,0.9289,1.196,0.8122,0.8156,0.8103,0.4928,1.3073000000000001
pafnucy,20260502_095137,train,70,0.5929,0.5931,0.7862,0.697,0.6675,0.9049,0.9328,1.1939,0.8163,0.8193,0.8126,0.5093,1.186
pafnucy,20260502_095137,train,72,0.5839,0.5723,0.7921,0.7011,0.6709,0.9134,0.9121,1.1777,0.8184,0.8214,0.8114,0.5076,1.1562000000000001
pafnucy,20260502_095137,train,74,0.6177,0.5874,0.7745,0.6549,0.6153,0.9336,0.9311,1.1942,0.8148,0.8208,0.8127,0.5118,1.2051
pafnucy,20260502_095137,train,76,0.6808,0.5743,0.7362,0.5701,0.515,0.9575,0.9144,1.1782,0.8235,0.8262,0.815,0.4944,1.2551
pafnucy,20260502_095137,train,78,0.6099,0.6066,0.7808,0.6597,0.6195,0.942,0.9467,1.2087,0.8273,0.8302,0.8183,0.5173,1.2165
pafnucy,20260502_095137,train,80,0.6929,0.6082,0.7342,0.5562,0.4972,0.9711,0.946,1.2145,0.8286,0.8318,0.817,0.5167,1.3011
pafnucy,20260502_095137,train,82,0.5923,0.5908,0.7858,0.6744,0.6375,0.934,0.9325,1.1954,0.828,0.831,0.8201,0.5225,1.1831
pafnucy,20260502_095137,train,84,0.5394,0.5905,0.8048,0.7385,0.7165,0.8931,0.9316,1.1985,0.8323,0.8346,0.8211,0.5301,1.1299000000000001
pafnucy,20260502_095137,train,86,0.6101,0.5395,0.7818,0.6613,0.6213,0.9424,0.876,1.1293,0.8351,0.8381,0.8194,0.5335,1.1496
pafnucy,20260502_095137,train,88,0.6215,0.532,0.7746,0.6412,0.597,0.9522,0.8703,1.1175,0.8382,0.8409,0.824,0.5308,1.1535000000000002
pafnucy,20260502_095137,train,90,0.6157,0.5339,0.7796,0.6485,0.6051,0.954,0.8709,1.1207,0.8375,0.8397,0.8238,0.5337,1.1496
pafnucy,20260502_095137,train,92,0.6339,0.5273,0.7718,0.6311,0.5844,0.9591,0.8629,1.11,0.8439,0.846,0.8291,0.5358,1.1612
pafnucy,20260502_095137,train,94,0.6074,0.504,0.7807,0.6545,0.6127,0.9487,0.8373,1.0879,0.8497,0.8535,0.8312,0.5317,1.1114000000000002
pafnucy,20260502_095137,train,96,0.6377,0.536,0.7672,0.6174,0.5677,0.9667,0.8685,1.1227,0.8507,0.853,0.8332,0.538,1.1737000000000002
potentialnet,20260502_095137,test,2,1.056,9.191,0.5071,0.1613,0.0335,0.9807,9.3925,9.8839,0.0421,0.0547,0.5222,0.1281,10.247
potentialnet,20260502_095137,test,4,0.8404,11.8131,0.5,0.1349,0.0,1.0,11.9227,12.1197,0.0887,0.1193,0.5423,0.1488,12.653500000000001
potentialnet,20260502_095137,test,6,0.8543,1.4647,0.5,0.1349,0.0,1.0,1.8474,2.2674,0.2938,0.3129,0.6059,0.1368,2.319
potentialnet,20260502_095137,test,8,0.8569,1.4106,0.5,0.1349,0.0,1.0,1.7904,2.2444,0.34,0.392,0.6352,0.1416,2.2675
potentialnet,20260502_095137,test,10,0.8648,1.2113,0.5,0.1349,0.0,1.0,1.6106,1.9844,0.4263,0.4374,0.6477,0.1402,2.0761000000000003
potentialnet,20260502_095137,test,12,0.8671,1.1855,0.5001,0.1351,0.0003,1.0,1.5716,1.9674,0.4635,0.4584,0.6574,0.1519,2.0526
potentialnet,20260502_095137,test,14,0.8546,1.2672,0.5,0.1349,0.0,1.0,1.6616,2.0511,0.4495,0.4371,0.6527,0.1438,2.1218000000000004
potentialnet,20260502_095137,test,16,0.8542,1.1846,0.5,0.1349,0.0,1.0,1.5714,1.9727,0.451,0.4429,0.6526,0.1547,2.0388
potentialnet,20260502_095137,test,18,0.8594,1.2255,0.5,0.1349,0.0,1.0,1.6104,2.0194,0.4357,0.4345,0.6536,0.1366,2.0849
potentialnet,20260502_095137,test,20,0.8634,1.1819,0.5,0.1349,0.0,1.0,1.5697,1.9693,0.4369,0.4404,0.6569,0.1514,2.0453
potentialnet,20260502_095137,test,22,0.8564,1.1726,0.5,0.1349,0.0,1.0,1.5636,1.9393,0.486,0.4741,0.6658,0.1535,2.029
potentialnet,20260502_095137,test,24,0.8627,1.1933,0.5,0.1349,0.0,1.0,1.5653,1.9825,0.4369,0.4256,0.6486,0.141,2.056
potentialnet,20260502_095137,test,26,0.8572,1.1181,0.5,0.1349,0.0,1.0,1.501,1.8812,0.5105,0.5096,0.678,0.1456,1.9753
potentialnet,20260502_095137,test,28,0.8682,1.1321,0.5,0.1349,0.0,1.0,1.514,1.8841,0.5061,0.4931,0.6694,0.1543,2.0003
potentialnet,20260502_095137,test,30,0.8758,1.1427,0.5,0.1349,0.0,1.0,1.5289,1.907,0.5149,0.5013,0.6738,0.1441,2.0185
potentialnet,20260502_095137,test,32,0.8622,1.1204,0.5,0.1349,0.0,1.0,1.5159,1.87,0.5328,0.5236,0.6854,0.152,1.9826000000000001
potentialnet,20260502_095137,test,34,0.8662,1.1089,0.5,0.1349,0.0,1.0,1.4988,1.8923,0.5068,0.5028,0.6738,0.1533,1.9750999999999999
potentialnet,20260502_095137,test,36,0.868,1.1293,0.5,0.1349,0.0,1.0,1.5114,1.9101,0.5088,0.5098,0.6827,0.1532,1.9973
potentialnet,20260502_095137,test,38,0.862,1.1409,0.5,0.1349,0.0,1.0,1.5294,1.9093,0.4877,0.481,0.6633,0.1565,2.0029
potentialnet,20260502_095137,test,40,0.8596,1.1261,0.5001,0.1351,0.0003,1.0,1.52,1.8634,0.5426,0.5292,0.6867,0.166,1.9857
potentialnet,20260502_095137,test,42,0.8564,1.091,0.5,0.1349,0.0,1.0,1.4872,1.8521,0.5345,0.5251,0.6875,0.1635,1.9474
potentialnet,20260502_095137,test,44,0.8602,1.1002,0.5,0.1349,0.0,1.0,1.4875,1.8533,0.5323,0.5073,0.6788,0.1589,1.9604
potentialnet,20260502_095137,test,46,0.8635,1.1841,0.5,0.1349,0.0,1.0,1.5717,1.9498,0.5129,0.5068,0.6745,0.1654,2.0476
potentialnet,20260502_095137,test,48,0.8614,1.0614,0.5,0.1349,0.0,1.0,1.4489,1.8117,0.5603,0.5475,0.6926,0.1642,1.9228
potentialnet,20260502_095137,test,50,0.8598,1.1096,0.5,0.1349,0.0,1.0,1.5021,1.8892,0.5148,0.5092,0.6799,0.1695,1.9693999999999998
potentialnet,20260502_095137,test,52,0.8562,1.0284,0.5,0.1349,0.0,1.0,1.427,1.7734,0.5878,0.5801,0.7068,0.1879,1.8845999999999998
potentialnet,20260502_095137,test,54,0.8588,1.0755,0.5,0.1349,0.0,1.0,1.4677,1.8446,0.5401,0.5254,0.6836,0.1686,1.9343
potentialnet,20260502_095137,test,56,0.8598,1.1194,0.5,0.1349,0.0,1.0,1.5181,1.8979,0.5187,0.4977,0.6784,0.181,1.9792
potentialnet,20260502_095137,test,58,0.85,1.1339,0.4998,0.1358,0.0013,0.9984,1.5349,1.8981,0.5485,0.5235,0.686,0.1795,1.9838999999999998
potentialnet,20260502_095137,test,60,0.8599,1.0791,0.5,0.1349,0.0,1.0,1.4719,1.834,0.5464,0.5252,0.6847,0.1718,1.939
potentialnet,20260502_095137,test,62,0.8619,1.063,0.5,0.1349,0.0,1.0,1.463,1.8104,0.5666,0.5424,0.6946,0.1756,1.9249
potentialnet,20260502_095137,test,64,0.8564,1.1009,0.5,0.1349,0.0,1.0,1.4925,1.8687,0.5185,0.4997,0.6747,0.1726,1.9573
potentialnet,20260502_095137,test,66,0.8608,1.0512,0.5,0.1349,0.0,1.0,1.4451,1.7982,0.568,0.5494,0.6946,0.1766,1.912
potentialnet,20260502_095137,test,68,0.8492,1.1011,0.5,0.1349,0.0,1.0,1.4894,1.8593,0.5446,0.5161,0.6821,0.1834,1.9503
potentialnet,20260502_095137,test,70,0.866,1.0792,0.5003,0.1353,0.0005,1.0,1.472,1.849,0.5357,0.5078,0.6823,0.1786,1.9451999999999998
potentialnet,20260502_095137,test,72,0.8631,1.072,0.5004,0.1356,0.0008,1.0,1.4548,1.8385,0.5449,0.5287,0.6884,0.1682,1.9351
potentialnet,20260502_095137,test,74,0.8477,1.0937,0.5004,0.1356,0.0008,1.0,1.4974,1.8372,0.5416,0.5103,0.6802,0.196,1.9413999999999998
potentialnet,20260502_095137,test,76,0.8495,1.0473,0.5001,0.1351,0.0003,1.0,1.4371,1.7983,0.5737,0.5511,0.6955,0.1972,1.8967999999999998
potentialnet,20260502_095137,train,2,1.0323,9.3978,0.5049,0.1661,0.0539,0.9559,9.5293,9.98,-0.1112,-0.0915,0.4692,0.1253,10.4301
potentialnet,20260502_095137,train,4,0.844,11.8685,0.5,0.1245,0.0,1.0,11.9359,12.1109,0.0326,0.0238,0.5091,0.1345,12.712499999999999
potentialnet,20260502_095137,train,6,0.8665,1.1773,0.5001,0.1247,0.0003,1.0,1.5447,1.9188,0.4402,0.4524,0.6557,0.1304,2.0438
potentialnet,20260502_095137,train,8,0.8634,1.1821,0.5,0.1245,0.0001,1.0,1.5453,1.9047,0.485,0.4841,0.6644,0.1297,2.0454999999999997
potentialnet,20260502_095137,train,10,0.8709,1.0384,0.5,0.1245,0.0,1.0,1.4044,1.7416,0.5325,0.5256,0.6798,0.134,1.9093
potentialnet,20260502_095137,train,12,0.8729,1.083,0.5001,0.1247,0.0003,1.0,1.4438,1.8041,0.5393,0.5329,0.686,0.1388,1.9559
potentialnet,20260502_095137,train,14,0.861,1.0476,0.5,0.1245,0.0,1.0,1.4124,1.7531,0.5595,0.5443,0.6888,0.1387,1.9086
potentialnet,20260502_095137,train,16,0.8604,0.9781,0.5,0.1245,0.0,1.0,1.3461,1.6867,0.5749,0.5649,0.6997,0.1457,1.8385
potentialnet,20260502_095137,train,18,0.8684,1.0073,0.5,0.1245,0.0,1.0,1.3707,1.7144,0.5637,0.5687,0.7018,0.1385,1.8757000000000001
potentialnet,20260502_095137,train,20,0.8724,0.9631,0.5,0.1245,0.0,1.0,1.3277,1.6588,0.5932,0.5871,0.7078,0.1436,1.8355
potentialnet,20260502_095137,train,22,0.8607,0.9463,0.5,0.1245,0.0,1.0,1.3079,1.6386,0.6085,0.6009,0.7097,0.1492,1.807
potentialnet,20260502_095137,train,24,0.8645,0.9506,0.5,0.1245,0.0,1.0,1.3187,1.6519,0.5983,0.5904,0.7078,0.1463,1.8151000000000002
potentialnet,20260502_095137,train,26,0.8615,0.9223,0.5,0.1245,0.0,1.0,1.2855,1.615,0.6186,0.6111,0.7201,0.1475,1.7838
potentialnet,20260502_095137,train,28,0.8721,0.9177,0.5,0.1245,0.0001,1.0,1.2797,1.6117,0.6188,0.6113,0.7152,0.1484,1.7898
potentialnet,20260502_095137,train,30,0.8764,0.9573,0.5,0.1245,0.0,1.0,1.3197,1.6656,0.6214,0.6133,0.7203,0.147,1.8336999999999999
potentialnet,20260502_095137,train,32,0.8633,0.9344,0.5,0.1245,0.0,1.0,1.2997,1.6293,0.6114,0.6056,0.7119,0.1405,1.7976999999999999
potentialnet,20260502_095137,train,34,0.8674,0.9148,0.5,0.1245,0.0,1.0,1.2755,1.6118,0.6286,0.6184,0.723,0.1484,1.7822
potentialnet,20260502_095137,train,36,0.8696,0.9215,0.5,0.1245,0.0,1.0,1.2818,1.6196,0.6375,0.6325,0.7268,0.1485,1.7911000000000001
potentialnet,20260502_095137,train,38,0.865,0.9048,0.5,0.1245,0.0,1.0,1.2642,1.5893,0.6342,0.6278,0.7238,0.1502,1.7698
potentialnet,20260502_095137,train,40,0.8664,0.9112,0.5,0.1245,0.0,1.0,1.2688,1.5977,0.6456,0.6365,0.7281,0.149,1.7776
potentialnet,20260502_095137,train,42,0.8651,0.887,0.5,0.1245,0.0,1.0,1.2482,1.5783,0.6452,0.6363,0.7275,0.1545,1.7521
potentialnet,20260502_095137,train,44,0.8673,0.8758,0.5,0.1245,0.0,1.0,1.2361,1.5632,0.6473,0.6371,0.7294,0.1542,1.7431
potentialnet,20260502_095137,train,46,0.8673,0.9648,0.5,0.1245,0.0,1.0,1.3167,1.6685,0.6307,0.6191,0.7181,0.157,1.8321
potentialnet,20260502_095137,train,48,0.8622,0.8556,0.5,0.1245,0.0,1.0,1.2149,1.5511,0.6572,0.6526,0.733,0.1498,1.7178
potentialnet,20260502_095137,train,50,0.86,0.8872,0.5,0.1245,0.0,1.0,1.2457,1.5779,0.6531,0.6459,0.732,0.1588,1.7471999999999999
potentialnet,20260502_095137,train,52,0.8632,0.8476,0.5,0.1245,0.0,1.0,1.2084,1.53,0.6658,0.6613,0.7387,0.1569,1.7107999999999999
potentialnet,20260502_095137,train,54,0.8662,0.8488,0.5,0.1245,0.0,1.0,1.2135,1.5353,0.6646,0.6583,0.7399,0.1576,1.7149999999999999
potentialnet,20260502_095137,train,56,0.8661,0.8429,0.5,0.1245,0.0,1.0,1.2037,1.5274,0.6758,0.6685,0.7424,0.1619,1.709
potentialnet,20260502_095137,train,58,0.8557,0.8853,0.5001,0.1249,0.0005,0.9997,1.2414,1.5769,0.6703,0.6649,0.74,0.1606,1.741
potentialnet,20260502_095137,train,60,0.8643,0.8213,0.5,0.1245,0.0001,1.0,1.1751,1.4997,0.6824,0.6776,0.748,0.164,1.6856
potentialnet,20260502_095137,train,62,0.8684,0.8432,0.5001,0.1246,0.0002,1.0,1.2047,1.5321,0.6778,0.671,0.7396,0.1628,1.7115999999999998
potentialnet,20260502_095137,train,64,0.8618,0.8178,0.5,0.1246,0.0001,0.9999,1.1769,1.4901,0.6859,0.6804,0.7466,0.1635,1.6796
potentialnet,20260502_095137,train,66,0.8656,0.8026,0.5,0.1245,0.0001,1.0,1.1612,1.4763,0.6966,0.6881,0.749,0.1646,1.6682000000000001
potentialnet,20260502_095137,train,68,0.8518,0.8246,0.5002,0.1249,0.0005,0.9999,1.1756,1.5039,0.6998,0.6907,0.7509,0.1689,1.6764000000000001
potentialnet,20260502_095137,train,70,0.8731,0.8141,0.5002,0.1249,0.0005,0.9999,1.1674,1.4837,0.6959,0.6902,0.7517,0.1662,1.6872
potentialnet,20260502_095137,train,72,0.8648,0.8034,0.5002,0.1249,0.0005,0.9999,1.161,1.4745,0.7053,0.7004,0.7572,0.1635,1.6682000000000001
potentialnet,20260502_095137,train,74,0.856,0.7899,0.5,0.1245,0.0,0.9999,1.1487,1.4571,0.7041,0.696,0.7518,0.1731,1.6459000000000001
potentialnet,20260502_095137,train,76,0.8594,0.7939,0.5001,0.1246,0.0001,1.0,1.1516,1.4662,0.7139,0.7056,0.7556,0.1723,1.6533000000000002
